PartitionKey,RowKey,DeviceId,DeviceId@type,EventEnqueuedUtcTime,EventEnqueuedUtcTime@type,EventProcessedUtcTime,Latency,EventProcessedUtcTime@type,Humidity,Humidity@type,IoTHub,IoTHub@type,Light,Light@type,PartitionId,PartitionId@type,Sound,Sound@type,Temperature,Temperature@type,Gas,Gas@type,,Time,average delay,max delay,min delay
MT3620,2019-06-28T06:55:18.1800000Z,MT3620,Edm.String,2019-06-28T06:55:18.180Z,Edm.DateTime,2019-06-28T06:55:18.237Z,0.057,Edm.DateTime,56,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,508,Edm.Int64,26,Edm.Int64,364,Edm.Int64,,,,,
MT3620,2019-06-28T06:55:50.1390000Z,MT3620,Edm.String,2019-06-28T06:55:50.139Z,Edm.DateTime,2019-06-28T06:55:50.194Z,0.055,Edm.DateTime,56,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,493,Edm.Int64,26,Edm.Int64,388,Edm.Int64,,,,,
MT3620,2019-06-28T06:56:21.6720000Z,MT3620,Edm.String,2019-06-28T06:56:21.672Z,Edm.DateTime,2019-06-28T06:56:21.705Z,0.033,Edm.DateTime,56,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,507,Edm.Int64,26,Edm.Int64,381,Edm.Int64,,,,,
MT3620,2019-06-28T06:56:52.9350000Z,MT3620,Edm.String,2019-06-28T06:56:52.935Z,Edm.DateTime,2019-06-28T06:56:53.060Z,0.125,Edm.DateTime,56,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,514,Edm.Int64,26,Edm.Int64,391,Edm.Int64,,,,,
MT3620,2019-06-28T06:57:25.2950000Z,MT3620,Edm.String,2019-06-28T06:57:25.295Z,Edm.DateTime,2019-06-28T06:57:25.327Z,0.032,Edm.DateTime,56,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,480,Edm.Int64,26,Edm.Int64,379,Edm.Int64,,,,,
MT3620,2019-06-28T06:57:56.8820000Z,MT3620,Edm.String,2019-06-28T06:57:56.882Z,Edm.DateTime,2019-06-28T06:57:56.980Z,0.098,Edm.DateTime,56,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,513,Edm.Int64,26,Edm.Int64,395,Edm.Int64,,,,,
MT3620,2019-06-28T06:58:28.3810000Z,MT3620,Edm.String,2019-06-28T06:58:28.381Z,Edm.DateTime,2019-06-28T06:58:28.474Z,0.093,Edm.DateTime,56,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,508,Edm.Int64,26,Edm.Int64,388,Edm.Int64,,,,,
MT3620,2019-06-28T06:58:59.7050000Z,MT3620,Edm.String,2019-06-28T06:58:59.705Z,Edm.DateTime,2019-06-28T06:58:59.828Z,0.123,Edm.DateTime,56,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,491,Edm.Int64,26,Edm.Int64,384,Edm.Int64,,,,,
MT3620,2019-06-28T06:59:31.3920000Z,MT3620,Edm.String,2019-06-28T06:59:31.392Z,Edm.DateTime,2019-06-28T06:59:31.427Z,0.035,Edm.DateTime,56,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,517,Edm.Int64,26,Edm.Int64,383,Edm.Int64,,,,,
MT3620,2019-06-28T07:00:02.7940000Z,MT3620,Edm.String,2019-06-28T07:00:02.794Z,Edm.DateTime,2019-06-28T07:00:02.897Z,0.103,Edm.DateTime,56,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,498,Edm.Int64,26,Edm.Int64,363,Edm.Int64,,,,,
MT3620,2019-06-28T07:00:34.4110000Z,MT3620,Edm.String,2019-06-28T07:00:34.411Z,Edm.DateTime,2019-06-28T07:00:34.505Z,0.094,Edm.DateTime,56,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,522,Edm.Int64,26,Edm.Int64,375,Edm.Int64,,,,,
MT3620,2019-06-28T07:01:05.7140000Z,MT3620,Edm.String,2019-06-28T07:01:05.714Z,Edm.DateTime,2019-06-28T07:01:05.778Z,0.064,Edm.DateTime,56,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,542,Edm.Int64,26,Edm.Int64,388,Edm.Int64,,,,,
MT3620,2019-06-28T07:01:37.0580000Z,MT3620,Edm.String,2019-06-28T07:01:37.058Z,Edm.DateTime,2019-06-28T07:01:37.098Z,0.04,Edm.DateTime,56,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,504,Edm.Int64,26,Edm.Int64,387,Edm.Int64,,,,,
MT3620,2019-06-28T07:02:08.7050000Z,MT3620,Edm.String,2019-06-28T07:02:08.705Z,Edm.DateTime,2019-06-28T07:02:08.814Z,0.109,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,511,Edm.Int64,26,Edm.Int64,374,Edm.Int64,,,,,
MT3620,2019-06-28T07:02:40.5800000Z,MT3620,Edm.String,2019-06-28T07:02:40.580Z,Edm.DateTime,2019-06-28T07:02:40.610Z,0.03,Edm.DateTime,56,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,527,Edm.Int64,26,Edm.Int64,396,Edm.Int64,,,,,
MT3620,2019-06-28T07:03:11.8530000Z,MT3620,Edm.String,2019-06-28T07:03:11.853Z,Edm.DateTime,2019-06-28T07:03:11.918Z,0.065,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,536,Edm.Int64,26,Edm.Int64,400,Edm.Int64,,,,,
MT3620,2019-06-28T07:03:43.2340000Z,MT3620,Edm.String,2019-06-28T07:03:43.234Z,Edm.DateTime,2019-06-28T07:03:43.308Z,0.074,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,486,Edm.Int64,26,Edm.Int64,379,Edm.Int64,,,,,
MT3620,2019-06-28T07:04:14.5920000Z,MT3620,Edm.String,2019-06-28T07:04:14.592Z,Edm.DateTime,2019-06-28T07:04:14.666Z,0.074,Edm.DateTime,54,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,506,Edm.Int64,27,Edm.Int64,377,Edm.Int64,,,,,
MT3620,2019-06-28T07:04:45.8460000Z,MT3620,Edm.String,2019-06-28T07:04:45.846Z,Edm.DateTime,2019-06-28T07:04:45.928Z,0.082,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,513,Edm.Int64,26,Edm.Int64,389,Edm.Int64,,,,,
MT3620,2019-06-28T07:05:17.1420000Z,MT3620,Edm.String,2019-06-28T07:05:17.142Z,Edm.DateTime,2019-06-28T07:05:17.200Z,0.058,Edm.DateTime,54,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,515,Edm.Int64,27,Edm.Int64,390,Edm.Int64,,,,,
MT3620,2019-06-28T07:05:48.7060000Z,MT3620,Edm.String,2019-06-28T07:05:48.706Z,Edm.DateTime,2019-06-28T07:05:48.742Z,0.036,Edm.DateTime,54,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,504,Edm.Int64,27,Edm.Int64,383,Edm.Int64,,,,,
MT3620,2019-06-28T07:06:20.1540000Z,MT3620,Edm.String,2019-06-28T07:06:20.154Z,Edm.DateTime,2019-06-28T07:06:20.237Z,0.083,Edm.DateTime,54,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,508,Edm.Int64,27,Edm.Int64,386,Edm.Int64,,,,,
MT3620,2019-06-28T07:06:52.9890000Z,MT3620,Edm.String,2019-06-28T07:06:52.989Z,Edm.DateTime,2019-06-28T07:06:53.089Z,0.1,Edm.DateTime,54,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,525,Edm.Int64,27,Edm.Int64,401,Edm.Int64,,,,,
MT3620,2019-06-28T07:07:25.2150000Z,MT3620,Edm.String,2019-06-28T07:07:25.215Z,Edm.DateTime,2019-06-28T07:07:25.339Z,0.124,Edm.DateTime,54,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,553,Edm.Int64,27,Edm.Int64,407,Edm.Int64,,,,,
MT3620,2019-06-28T07:07:58.3030000Z,MT3620,Edm.String,2019-06-28T07:07:58.303Z,Edm.DateTime,2019-06-28T07:07:58.355Z,0.052,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,511,Edm.Int64,26,Edm.Int64,384,Edm.Int64,,,,,
MT3620,2019-06-28T07:08:30.2540000Z,MT3620,Edm.String,2019-06-28T07:08:30.254Z,Edm.DateTime,2019-06-28T07:08:30.312Z,0.058,Edm.DateTime,54,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,520,Edm.Int64,27,Edm.Int64,396,Edm.Int64,,,,,
MT3620,2019-06-28T07:09:02.2180000Z,MT3620,Edm.String,2019-06-28T07:09:02.218Z,Edm.DateTime,2019-06-28T07:09:02.262Z,0.044,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,530,Edm.Int64,26,Edm.Int64,383,Edm.Int64,,,,,
MT3620,2019-06-28T07:09:33.7370000Z,MT3620,Edm.String,2019-06-28T07:09:33.737Z,Edm.DateTime,2019-06-28T07:09:33.795Z,0.058,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,467,Edm.Int64,26,Edm.Int64,371,Edm.Int64,,,,,
MT3620,2019-06-28T07:10:05.0170000Z,MT3620,Edm.String,2019-06-28T07:10:05.017Z,Edm.DateTime,2019-06-28T07:10:05.121Z,0.104,Edm.DateTime,54,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,497,Edm.Int64,27,Edm.Int64,373,Edm.Int64,,,,,
MT3620,2019-06-28T07:10:37.0530000Z,MT3620,Edm.String,2019-06-28T07:10:37.053Z,Edm.DateTime,2019-06-28T07:10:37.101Z,0.048,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,517,Edm.Int64,26,Edm.Int64,375,Edm.Int64,,,,,
MT3620,2019-06-28T07:11:08.3530000Z,MT3620,Edm.String,2019-06-28T07:11:08.353Z,Edm.DateTime,2019-06-28T07:11:08.469Z,0.116,Edm.DateTime,54,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,483,Edm.Int64,27,Edm.Int64,359,Edm.Int64,,,,,
MT3620,2019-06-28T07:11:40.5840000Z,MT3620,Edm.String,2019-06-28T07:11:40.584Z,Edm.DateTime,2019-06-28T07:11:40.720Z,0.136,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,596,Edm.Int64,26,Edm.Int64,403,Edm.Int64,,,,,
MT3620,2019-06-28T07:12:11.9600000Z,MT3620,Edm.String,2019-06-28T07:12:11.960Z,Edm.DateTime,2019-06-28T07:12:12.005Z,0.045,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,534,Edm.Int64,26,Edm.Int64,394,Edm.Int64,,,,,
MT3620,2019-06-28T07:12:43.1300000Z,MT3620,Edm.String,2019-06-28T07:12:43.130Z,Edm.DateTime,2019-06-28T07:12:43.234Z,0.104,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,532,Edm.Int64,26,Edm.Int64,382,Edm.Int64,,,,,
MT3620,2019-06-28T07:13:14.9960000Z,MT3620,Edm.String,2019-06-28T07:13:14.996Z,Edm.DateTime,2019-06-28T07:13:15.079Z,0.083,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,508,Edm.Int64,26,Edm.Int64,390,Edm.Int64,,,,,
MT3620,2019-06-28T07:13:46.3700000Z,MT3620,Edm.String,2019-06-28T07:13:46.370Z,Edm.DateTime,2019-06-28T07:13:46.410Z,0.04,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,495,Edm.Int64,26,Edm.Int64,376,Edm.Int64,,,,,
MT3620,2019-06-28T07:14:17.7310000Z,MT3620,Edm.String,2019-06-28T07:14:17.731Z,Edm.DateTime,2019-06-28T07:14:17.796Z,0.065,Edm.DateTime,54,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,521,Edm.Int64,27,Edm.Int64,379,Edm.Int64,,,,,
MT3620,2019-06-28T07:14:49.2690000Z,MT3620,Edm.String,2019-06-28T07:14:49.269Z,Edm.DateTime,2019-06-28T07:14:49.367Z,0.098,Edm.DateTime,54,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,539,Edm.Int64,27,Edm.Int64,408,Edm.Int64,,,,,
MT3620,2019-06-28T07:15:20.6130000Z,MT3620,Edm.String,2019-06-28T07:15:20.613Z,Edm.DateTime,2019-06-28T07:15:20.648Z,0.035,Edm.DateTime,54,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,512,Edm.Int64,27,Edm.Int64,379,Edm.Int64,,,,,
MT3620,2019-06-28T07:15:52.0950000Z,MT3620,Edm.String,2019-06-28T07:15:52.095Z,Edm.DateTime,2019-06-28T07:15:52.165Z,0.07,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,521,Edm.Int64,27,Edm.Int64,396,Edm.Int64,,,,,
MT3620,2019-06-28T07:16:23.2460000Z,MT3620,Edm.String,2019-06-28T07:16:23.246Z,Edm.DateTime,2019-06-28T07:16:23.336Z,0.09,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,494,Edm.Int64,27,Edm.Int64,382,Edm.Int64,,,,,
MT3620,2019-06-28T07:16:54.5290000Z,MT3620,Edm.String,2019-06-28T07:16:54.529Z,Edm.DateTime,2019-06-28T07:16:54.605Z,0.076,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,541,Edm.Int64,27,Edm.Int64,388,Edm.Int64,,,,,
MT3620,2019-06-28T07:17:25.7650000Z,MT3620,Edm.String,2019-06-28T07:17:25.765Z,Edm.DateTime,2019-06-28T07:17:25.836Z,0.071,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,523,Edm.Int64,27,Edm.Int64,379,Edm.Int64,,,,,
MT3620,2019-06-28T07:17:57.2320000Z,MT3620,Edm.String,2019-06-28T07:17:57.232Z,Edm.DateTime,2019-06-28T07:17:57.336Z,0.104,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,518,Edm.Int64,27,Edm.Int64,377,Edm.Int64,,,,,
MT3620,2019-06-28T07:18:28.4780000Z,MT3620,Edm.String,2019-06-28T07:18:28.478Z,Edm.DateTime,2019-06-28T07:18:28.520Z,0.042,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,565,Edm.Int64,27,Edm.Int64,421,Edm.Int64,,,,,
MT3620,2019-06-28T07:18:59.9850000Z,MT3620,Edm.String,2019-06-28T07:18:59.985Z,Edm.DateTime,2019-06-28T07:19:00.037Z,0.052,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,543,Edm.Int64,27,Edm.Int64,397,Edm.Int64,,,,,
MT3620,2019-06-28T07:19:31.1690000Z,MT3620,Edm.String,2019-06-28T07:19:31.169Z,Edm.DateTime,2019-06-28T07:19:31.217Z,0.048,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,515,Edm.Int64,27,Edm.Int64,373,Edm.Int64,,,,,
MT3620,2019-06-28T07:20:02.9900000Z,MT3620,Edm.String,2019-06-28T07:20:02.990Z,Edm.DateTime,2019-06-28T07:20:03.085Z,0.095,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,515,Edm.Int64,27,Edm.Int64,377,Edm.Int64,,,,,
MT3620,2019-06-28T07:20:34.4970000Z,MT3620,Edm.String,2019-06-28T07:20:34.497Z,Edm.DateTime,2019-06-28T07:20:34.610Z,0.113,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,514,Edm.Int64,27,Edm.Int64,374,Edm.Int64,,,,,
MT3620,2019-06-28T07:21:06.1900000Z,MT3620,Edm.String,2019-06-28T07:21:06.190Z,Edm.DateTime,2019-06-28T07:21:06.273Z,0.083,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,532,Edm.Int64,27,Edm.Int64,384,Edm.Int64,,,,,
MT3620,2019-06-28T07:21:37.4460000Z,MT3620,Edm.String,2019-06-28T07:21:37.446Z,Edm.DateTime,2019-06-28T07:21:37.527Z,0.081,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,539,Edm.Int64,27,Edm.Int64,390,Edm.Int64,,,,,
MT3620,2019-06-28T07:22:08.8070000Z,MT3620,Edm.String,2019-06-28T07:22:08.807Z,Edm.DateTime,2019-06-28T07:22:08.915Z,0.108,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,509,Edm.Int64,27,Edm.Int64,392,Edm.Int64,,,,,
MT3620,2019-06-28T07:22:40.2330000Z,MT3620,Edm.String,2019-06-28T07:22:40.233Z,Edm.DateTime,2019-06-28T07:22:40.293Z,0.06,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,506,Edm.Int64,27,Edm.Int64,390,Edm.Int64,,,,,
MT3620,2019-06-28T07:23:11.6310000Z,MT3620,Edm.String,2019-06-28T07:23:11.631Z,Edm.DateTime,2019-06-28T07:23:11.687Z,0.056,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,527,Edm.Int64,27,Edm.Int64,383,Edm.Int64,,,,,
MT3620,2019-06-28T07:23:42.8740000Z,MT3620,Edm.String,2019-06-28T07:23:42.874Z,Edm.DateTime,2019-06-28T07:23:42.900Z,0.026,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,505,Edm.Int64,27,Edm.Int64,363,Edm.Int64,,,,,
MT3620,2019-06-28T07:24:14.6550000Z,MT3620,Edm.String,2019-06-28T07:24:14.655Z,Edm.DateTime,2019-06-28T07:24:14.771Z,0.116,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,528,Edm.Int64,27,Edm.Int64,398,Edm.Int64,,,,,
MT3620,2019-06-28T07:24:45.9990000Z,MT3620,Edm.String,2019-06-28T07:24:45.999Z,Edm.DateTime,2019-06-28T07:24:46.130Z,0.131,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,522,Edm.Int64,27,Edm.Int64,392,Edm.Int64,,,,,
MT3620,2019-06-28T07:25:17.3010000Z,MT3620,Edm.String,2019-06-28T07:25:17.301Z,Edm.DateTime,2019-06-28T07:25:17.405Z,0.104,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,521,Edm.Int64,27,Edm.Int64,396,Edm.Int64,,,,,
MT3620,2019-06-28T07:25:48.7720000Z,MT3620,Edm.String,2019-06-28T07:25:48.772Z,Edm.DateTime,2019-06-28T07:25:48.817Z,0.045,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,520,Edm.Int64,27,Edm.Int64,391,Edm.Int64,,,,,
MT3620,2019-06-28T07:26:20.5850000Z,MT3620,Edm.String,2019-06-28T07:26:20.585Z,Edm.DateTime,2019-06-28T07:26:20.648Z,0.063,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,517,Edm.Int64,27,Edm.Int64,383,Edm.Int64,,,,,
MT3620,2019-06-28T07:26:52.5980000Z,MT3620,Edm.String,2019-06-28T07:26:52.598Z,Edm.DateTime,2019-06-28T07:26:52.685Z,0.087,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,518,Edm.Int64,27,Edm.Int64,384,Edm.Int64,,,,,
MT3620,2019-06-28T07:27:24.8130000Z,MT3620,Edm.String,2019-06-28T07:27:24.813Z,Edm.DateTime,2019-06-28T07:27:24.844Z,0.031,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,522,Edm.Int64,27,Edm.Int64,381,Edm.Int64,,,,,
MT3620,2019-06-28T07:27:55.9690000Z,MT3620,Edm.String,2019-06-28T07:27:55.969Z,Edm.DateTime,2019-06-28T07:27:56.013Z,0.044,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,483,Edm.Int64,27,Edm.Int64,377,Edm.Int64,,,,,
MT3620,2019-06-28T07:28:27.4380000Z,MT3620,Edm.String,2019-06-28T07:28:27.438Z,Edm.DateTime,2019-06-28T07:28:27.540Z,0.102,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,518,Edm.Int64,27,Edm.Int64,387,Edm.Int64,,,,,
MT3620,2019-06-28T07:28:58.7510000Z,MT3620,Edm.String,2019-06-28T07:28:58.751Z,Edm.DateTime,2019-06-28T07:28:58.811Z,0.06,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,507,Edm.Int64,27,Edm.Int64,371,Edm.Int64,,,,,
MT3620,2019-06-28T07:29:30.1410000Z,MT3620,Edm.String,2019-06-28T07:29:30.141Z,Edm.DateTime,2019-06-28T07:29:30.210Z,0.069,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,503,Edm.Int64,27,Edm.Int64,387,Edm.Int64,,,,,
MT3620,2019-06-28T07:30:01.5230000Z,MT3620,Edm.String,2019-06-28T07:30:01.523Z,Edm.DateTime,2019-06-28T07:30:01.631Z,0.108,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,531,Edm.Int64,27,Edm.Int64,393,Edm.Int64,,,,,
MT3620,2019-06-28T07:30:32.9310000Z,MT3620,Edm.String,2019-06-28T07:30:32.931Z,Edm.DateTime,2019-06-28T07:30:33.034Z,0.103,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,523,Edm.Int64,27,Edm.Int64,379,Edm.Int64,,,,,
MT3620,2019-06-28T07:31:04.6640000Z,MT3620,Edm.String,2019-06-28T07:31:04.664Z,Edm.DateTime,2019-06-28T07:31:04.754Z,0.09,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,528,Edm.Int64,27,Edm.Int64,381,Edm.Int64,,,,,
MT3620,2019-06-28T07:31:35.9470000Z,MT3620,Edm.String,2019-06-28T07:31:35.947Z,Edm.DateTime,2019-06-28T07:31:36.017Z,0.07,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,503,Edm.Int64,27,Edm.Int64,386,Edm.Int64,,,,,
MT3620,2019-06-28T07:32:07.1990000Z,MT3620,Edm.String,2019-06-28T07:32:07.199Z,Edm.DateTime,2019-06-28T07:32:07.344Z,0.145,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,462,Edm.Int64,27,Edm.Int64,368,Edm.Int64,,,,,
MT3620,2019-06-28T07:32:38.4600000Z,MT3620,Edm.String,2019-06-28T07:32:38.460Z,Edm.DateTime,2019-06-28T07:32:38.589Z,0.129,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,476,Edm.Int64,27,Edm.Int64,358,Edm.Int64,,,,,
MT3620,2019-06-28T07:33:09.9490000Z,MT3620,Edm.String,2019-06-28T07:33:09.949Z,Edm.DateTime,2019-06-28T07:33:09.987Z,0.038,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,527,Edm.Int64,27,Edm.Int64,393,Edm.Int64,,,,,
MT3620,2019-06-28T07:33:41.1770000Z,MT3620,Edm.String,2019-06-28T07:33:41.177Z,Edm.DateTime,2019-06-28T07:33:41.217Z,0.04,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,471,Edm.Int64,27,Edm.Int64,357,Edm.Int64,,,,,
MT3620,2019-06-28T07:34:12.3900000Z,MT3620,Edm.String,2019-06-28T07:34:12.390Z,Edm.DateTime,2019-06-28T07:34:12.461Z,0.071,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,465,Edm.Int64,27,Edm.Int64,368,Edm.Int64,,,,,
MT3620,2019-06-28T07:34:44.3480000Z,MT3620,Edm.String,2019-06-28T07:34:44.348Z,Edm.DateTime,2019-06-28T07:34:44.411Z,0.063,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,454,Edm.Int64,27,Edm.Int64,341,Edm.Int64,,,,,
MT3620,2019-06-28T07:35:15.7310000Z,MT3620,Edm.String,2019-06-28T07:35:15.731Z,Edm.DateTime,2019-06-28T07:35:15.856Z,0.125,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,486,Edm.Int64,27,Edm.Int64,375,Edm.Int64,,,,,
MT3620,2019-06-28T07:35:48.0820000Z,MT3620,Edm.String,2019-06-28T07:35:48.082Z,Edm.DateTime,2019-06-28T07:35:48.192Z,0.11,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,525,Edm.Int64,27,Edm.Int64,380,Edm.Int64,,,,,
MT3620,2019-06-28T07:36:19.4600000Z,MT3620,Edm.String,2019-06-28T07:36:19.460Z,Edm.DateTime,2019-06-28T07:36:19.566Z,0.106,Edm.DateTime,55,Edm.Int64,Record,Edm.String,755,Edm.Int64,0,Edm.Int64,489,Edm.Int64,27,Edm.Int64,377,Edm.Int64,,,,,
MT3620,2019-06-28T07:36:51.2620000Z,MT3620,Edm.String,2019-06-28T07:36:51.262Z,Edm.DateTime,2019-06-28T07:36:51.335Z,0.073,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,450,Edm.Int64,27,Edm.Int64,358,Edm.Int64,,,,,
MT3620,2019-06-28T07:37:22.7680000Z,MT3620,Edm.String,2019-06-28T07:37:22.768Z,Edm.DateTime,2019-06-28T07:37:22.874Z,0.106,Edm.DateTime,55,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,459,Edm.Int64,27,Edm.Int64,348,Edm.Int64,,,,,
MT3620,2019-06-28T07:37:54.0590000Z,MT3620,Edm.String,2019-06-28T07:37:54.059Z,Edm.DateTime,2019-06-28T07:37:54.164Z,0.105,Edm.DateTime,56,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,421,Edm.Int64,27,Edm.Int64,339,Edm.Int64,,,,,
MT3620,2019-06-28T07:38:25.2790000Z,MT3620,Edm.String,2019-06-28T07:38:25.279Z,Edm.DateTime,2019-06-28T07:38:25.376Z,0.097,Edm.DateTime,56,Edm.Int64,Record,Edm.String,754,Edm.Int64,0,Edm.Int64,447,Edm.Int64,27,Edm.Int64,354,Edm.Int64,,,,,
